#Gene	Cell_type_lessEql_01
KIF5C	Cycling_chromaffin_cells
TSHZ2	Cycling_chromaffin_cells
WEE1	Cycling_chromaffin_cells
HNRNPD	Cycling_chromaffin_cells
SNRPB	Cycling_chromaffin_cells
HNRNPUL2	Cycling_chromaffin_cells
KLHL23	Cycling_chromaffin_cells
ILF3	Cycling_chromaffin_cells
HNRNPUL1	Cycling_chromaffin_cells
CNTLN	Cycling_chromaffin_cells
THSD7A	Cycling_chromaffin_cells
CCDC88A	Cycling_chromaffin_cells
BCAT1	Cycling_chromaffin_cells
RBMS3	Cycling_chromaffin_cells
CCND1	Cycling_chromaffin_cells
NSMCE4A	Cycling_chromaffin_cells
TRIM36	Cycling_chromaffin_cells
RUNX1T1	Cycling_chromaffin_cells
PCDH7	Cycling_chromaffin_cells
MYEF2	Cycling_chromaffin_cells
MAP4K4	Cycling_chromaffin_cells
PBRM1	Cycling_chromaffin_cells
TUBA1C	Cycling_chromaffin_cells
SNAP91	Cycling_chromaffin_cells
PTBP2	Cycling_chromaffin_cells
