#hugo	exprssn_associated_to_larger_survival
PLA2G2F	high
TM4SF19-TCTEX1D2	high
NSA2	high
ZNF259	high
MTHFS	high
MIR298	high
KRTAP4-6	high
SNORD115-19	high
SNORD115-18	high
SNORD115-17	high
LOC100506226	high
CXORF22	high
CLN6	high
LOC645188	high
RBMY3AP	high
TMEM138	high
EEF1A2	high
LOC100128252	high
GIP	high
LOC390956	high
SNORD114-12	high
THOC2	high
E2F7	high
LOC100505776	high
BPESC1	high
VTI1A	high
PGK2	high
MIR1203	high
GCN1L1	high
MS4A13	high
COX6A1	high
MIR193A	high
SNORD92	high
TMEM253	high
MIR196A1	high
DEFA6	high
DGAT2	high
LOC100134409	high
SF3A2	high
RAX	high
PAGE4	high
STAG2	high
SPATA31D3	high
MIR1298	high
SOX14	high
CTSL1P8	high
DNPH1	high
MIR548I4	high
DCBLD2	high
SLCO1B3	high
RIN1	high
ACTR3C	high
XAGE2	high
LOC100505663	high
ABCA12	high
OR13C4	high
ZNF260	high
PSG6	high
LOC339862	high
ZNF114	high
MIR2964A	high
KRTAP2-1	high
NDUFB8	high
DPF1	high
NRBF2	high
PYDC1	high
LINC00410	high
MIR4262	high
ABCC12	high
FKBP5	high
LRRIQ1	high
CRY1	high
TRAPPC2L	high
C4ORF40	high
COQ3	high
IFNL3	high
MIR548X	high
PISRT1	high
LOC84931	high
MIR599	high
DMRTB1	high
MIR569	high
LOC100506705	high
SPRR2F	high
IQCF5	high
MAGEB1	high
FAM197Y5	high
FAM197Y2	high
FCRL4	high
LOC100134216	high
RPTN	high
PSG4	high
MIR4753	high
RRAS2	high
LINC00229	high
PPP1R3A	high
MIR1267	high
GAS2L3	high
RTFDC1	high
MIR3684	high
MIR4317	high
SNORD115-14	high
NVL	high
MIR4529	high
MIR548T	high
MIR3659	high
LOC100505887	high
PPP4C	high
MIR3197	high
TOE1	high
KCTD5	high
LOC100506877	high
SIAH2	high
CST11	high
SNORD115-2	high
OR6X1	high
MIR548AH	high
MIR4508	high
USP17L19	high
LOC100507511	high
CDRT7	high
LCE1D	high
SNORD113-6	high
BTBD2	high
SALL3	high
MAPKAP1	high
SNORD114-22	high
MIR552	high
SNORD111	high
PHKA1	high
LYRM4	high
FAM206A	high
YTHDF1	high
ADNP2	high
FLJ21408	high
ZNF586	high
GALP	high
CTBP2	high
ATP12A	high
GUCY2GP	high
UBXN7	high
PHKA2-AS1	high
DNLZ	high
ANKHD1-EIF4EBP3	high
ADORA1	high
TPD52L3	high
RPL37A	high
KIAA1257	high
ERLIN1	high
SH3GL3	high
TMPRSS11E	high
FCGR3A	high
AASDH	high
SLC10A2	high
FOXR2	high
ERICH2	high
EIF4B	high
MEX3A	high
MIR133A1	high
LOC253573	high
TAAR1	high
OR5K1	high
CYP4A22	high
HIST1H2AE	high
LOC100506305	high
MIR3619	high
FKBP7	high
OPN1MW2	high
DRAP1	high
USP9X	high
MIR4418	high
MAGEB2	high
OR2T4	high
MIR920	high
HOXC11	high
CAMKV	high
RTN4R	high
MIR1972-2	high
MIR1972-1	high
TMEM202	high
SERPINB11	high
KLK5	high
OR52B2	high
PSMB7	high
LOC100133669	high
LINC00691	high
KRTAP4-11	high
CCKBR	high
FLJ26245	high
PTDSS1	high
NTN3	high
PSMG3	high
GAGE6	high
GMPPB	high
LOC100507224	high
LOC390705	high
OR1L4	high
LINC00596	high
MGC70870	high
MIR623	high
MIR4518	high
PIN1	high
MIR550B2	high
MIR550A2	high
MIR4462	high
ATP5H	high
BNIPL	high
C1ORF106	high
MIR3188	high
LOC643623	high
ANKRD5	high
LOC728819	high
SNORA70G	high
WDR5	high
HACL1	high
PAGE5	high
MIR4671	high
LOC284344	high
SLC17A1	high
ZNF501	high
SAMD15	high
PRAMEF4	high
ASB12	high
MIR3193	high
LOC440925	high
IQCF3	high
LOC100506013	high
PHGR1	high
SNORD113-5	high
MRPL28	high
OR56A5	high
BPNT1	high
LOC283214	high
TXNDC8	high
LAMTOR2	high
POU6F2	high
TMEM125	high
DEFB136	high
HIST1H3J	high
MBD3L2	high
NEUROD1	high
MIRLET7E	high
THNSL1	high
LOC100653149	high
FAM41AY2	high
FAM41AY1	high
SBF2-AS1	high
GLOD5	high
CPLX3	high
DHRS7C	high
DEFB122	high
PPP1R15B	high
MIR4296	high
LOC100506944	high
FAM89B	high
SERF2-C15ORF63	high
MIR4298	high
MIR4799	high
GAGE12E	high
GAGE12C	high
MIR451B	high
MIR451A	high
MARVELD1	high
MIR4428	high
FAM118B	high
MIR3670-1	high
TMEM100	high
NLRP5	high
WWC1	high
MIR4466	high
ERICH1	high
LINC00692	high
CCNI	high
MIR3675	high
GABRB3	high
GAGE12D	high
DMBX1	high
ATP5S	high
RNU105B	high
LOC100505822	high
SNORD90	high
ZNF48	high
RNA5S14	high
KRT27	high
EDDM3A	high
DEFB104B	high
DEFB104A	high
CARS	high
ZIC2	high
LOC100653049	high
TMEM192	high
LOC283688	high
MIR1288	high
PCBP1	high
TTTY13	high
SLC35B1	high
POLH	high
MTA1	high
LOC388942	high
MMS19	high
LOC100652749	high
PIM3	high
FGF14-AS2	high
MIR4308	high
ZNF519	high
TAS2R41	high
ZNF135	high
PAPSS1	high
LOC100506189	high
CT45A5	high
MIR574	high
MIR3165	high
ARMCX5	high
MIR4637	high
MIR4522	high
MIR676	high
RNU6-21	high
FGFBP1	high
LOC100652931	high
CPT1A	high
SPERT	high
OR3A4P	high
MIR218-1	high
PLOD2	high
RPS28	high
HEATR4	high
RNF186	high
AP1AR	high
CN5H6.4	high
LINC00305	high
ERGIC1	high
PSG8	high
HPS5	high
LOC100130849	high
NOL11	high
ZP4	high
AKAP8	high
UGT2B10	high
FOXI1	high
SNORD115-42	high
PPBPP2	high
MIR4804	high
MIR4795	high
OR8D4	high
FAM98B	high
MT1DP	high
BAD	high
TUBG1	high
LOC100507395	high
PDZD8	high
PDE3B	high
LOC100287834	high
MOXD2P	high
LOC494558	high
MIR1303	high
LOC100130880	high
CCL15	high
CFHR2	high
CT49	high
FBXO47	high
MIR3665	high
TRIM64	high
MC3R	high
PSMB3	high
ERP44	high
ZNF544	high
FEZF1-AS1	high
MIR4312	high
RAX2	high
MIR4434	high
MZT2B	high
FAM46D	high
AP1B1P1	high
WRN	high
NEUROG2	high
TMEM225	high
IQCH-AS1	high
LOC100506543	high
PSMC1	high
SHOX	high
PARS2	high
MFSD2A	high
MIR3115	high
FADS6	high
CDX2	high
MIR124-1	high
LOC170425	high
LOC100653231	high
MUC16	high
LOC283403	high
MED19	high
LOC284998	high
TMA7	high
FLJ46066	high
OR2S2	high
YY2	high
CTXN1	high
DSG1	high
LOC646736	high
PDCD6	high
PRAMEF8	high
MFSD3	high
LOC642426	high
TRIM65	high
GPR137	high
LOC100505964	high
CCRL1	high
MSMB	high
PNMA6B	high
ZNF526	high
DDX18	high
CCZ1B	high
POLRMT	high
C8ORF48	high
KIAA1731	high
MIR4659B	high
MIR218-2	high
PSG10P	high
C12ORF74	high
C12ORF36	high
SLMO2-ATP5E	high
WFDC12	high
MIR340	high
CNGA2	high
SURF2	high
ADI1	high
FAIM	high
ZNF677	high
PLEKHG3	high
C20ORF166-AS1	high
T	high
MIR3928	high
LOC100507534	high
SLC6A10P	high
C4ORF17	high
ZC4H2	high
MIR4301	high
LOC100505903	high
OR6B2	high
LBX1	high
LOC100129307	high
CXORF49B	high
CXORF49	high
MIR3159	high
MIR491	high
TTC8	high
C3ORF30	high
SYMPK	high
BABAM1	high
SSTR5	high
MYOD1	high
FANCC	high
FPGS	high
LOC100507162	high
ANKRD45	high
LOC340073	high
LALBA	high
OR6B3	high
MYL1	high
MIR103B1	high
ZNF169	high
MIR103A1	high
MIR3941	high
INSL4	high
RLN3	high
LOC100129931	high
CDKN2A	high
OR6M1	high
UBE2MP1	high
ZSCAN10	high
DNAJC5G	high
MIR873	high
DDX23	high
LINC00628	high
MIR4477B	high
MIR4477A	high
WDR25	high
SLC6A14	high
LOC100505811	high
OR13F1	high
DEC1	high
FAM108A1	high
FAM69B	high
LOC728755	high
CDC20B	high
NDUFB2-AS1	high
DPPA2P3	high
OR1D5	high
MIR219-2	high
SERPINB12	high
A1BG	high
PPM1H	high
LINC00701	high
MIR4748	high
MIR554	high
BOP1	high
UBQLN4	high
PABPC1P2	high
LOC400680	high
OR4D1	high
OR10Q1	high
MIR346	high
LOC100507651	high
MIR450A2	high
SHD	high
OR2F2	high
INO80E	high
MUC17	high
MIR548O2	high
BARX1	high
SFTA2	high
MIR29A	high
LOC729458	high
SUMO1P3	high
HIST1H2AH	high
SMIM4	high
MIR548G	high
ZNF281	high
MIR128-1	high
TPP2	high
SF3B2	high
NUBP1	high
LOC100506899	high
SNORD116-11	high
TADA3	high
OBP2B	high
WBP5	high
NUP210P1	high
SNORD67	high
MIR4286	high
LOC100505817	high
IFNA10	high
MIR425	high
ANKHD1	high
OR6A2	high
LOC100500773	high
LOC100652834	high
LOC100132146	high
KERA	high
MIR648	high
RNU6-42	high
DEFT1P2	high
YRDC	high
DEFT1P	high
LOC402779	high
ALG13	high
ZMYM3	high
MIR548AK	high
UGT2A1	high
OR5P3	high
MIR424	high
GULP1	high
MIR4464	high
OR1D4	high
LOC150185	high
EIF3CL	high
TNP1	high
KRTAP4-1	high
TRIM71	high
CS	high
MIR3155B	high
ENKD1	high
CCDC140	high
SNORD114-23	high
MTPAP	high
THEG5	high
SSBP4	high
LMO3	high
ZNF426	high
GDEP	high
HSP90AB3P	high
GGN	high
ECEL1P2	high
MIR129-1	high
LSM1	high
C10ORF40	high
LINC00226	high
PPAN-P2RY11	high
RBM10	high
KRTDAP	high
EDN2	high
LOC392196	high
DLX6-AS1	high
C4ORF48	high
MIR556	high
OR4D2	high
RNF138	high
HS3ST6	high
PSG7	high
LOC100505878	high
NUP43	high
POP1	high
H1FOO	high
LOC440117	high
RPN2	high
SNORA37	high
GPKOW	high
RHOV	high
LOC100288748	high
HNRNPH3	high
NKX1-2	high
NME6	high
MAT2A	high
LOC441493	high
ASB5	high
FAM24A	high
KCNA10	high
IL17A	high
TRIM43	high
SMOX	high
LY6E	high
ADSS	high
LCE1B	high
TFPT	high
SAGE1	high
LOC100506188	high
HIST1H3E	high
TMPRSS11B	high
PCYT1B	high
SNORA18	high
KIAA0907	high
MIR4769	high
ZNF28	high
CCDC169	high
LOC100287598	high
ZNF764	high
GRK5	high
ZNF395	high
MIR10A	high
LOC642633	high
LOC100507855	high
PRDM5	high
MIR3687	high
TOP1P1	high
SNAR-E	high
LOC727710	high
LINC00309	high
OR9A4	high
CBR4	high
MIR4316	high
MIR4506	high
TRAPPC2P1	high
SPZ1	high
FNDC7	high
HPVC1	high
GLRX5	high
KCNK18	high
SWSAP1	high
DOLK	high
LOC100499183	high
RHCG	high
BRD7	high
DUX1	high
TRIM77P	high
MIR708	high
MIR4681	high
MIR3199-2	high
GUCY2EP	high
MIR3199-1	high
AGXT2L1	high
NHLRC2	high
SNHG9	high
PEX5L-AS2	high
C7ORF65	high
MIR3945	high
HIF3A	high
ZNF35	high
DEFB118	high
EDF1	high
LOC100132202	high
MIR3173	high
LOC100506414	high
NCAPG2	high
SNORA74A	high
LOC100506229	high
MIR588	high
XAGE3	high
LOC646862	high
SPRR1A	high
EIF6	high
MLX	high
PARD6B	high
ESD	high
SNORA49	high
OR8A1	high
MIR4313	high
PRR23A	high
SP5	high
NKX2-5	high
RAPSN	high
SNORD115-6	high
FAM25HP	high
LOC389199	high
MIR4500	high
OR11H6	high
CUTC	high
ADARB2-AS1	high
APIP	high
OR1D2	high
NUP210	high
PTCD2	high
UAP1	high
LOC100128264	high
ABCC13	high
PPY2	high
OR13D1	high
RPL29P2	high
LOC100507537	high
MS4A15	high
EIF2B1	high
DIRC1	high
PRNT	high
LOC645321	high
UPRT	high
MIR4714	high
CYP2C9	high
PRB4	high
CGB8	high
NDUFA12	high
MIR596	high
LRRC8D	high
C6ORF15	high
LOC100129476	high
LOC100506071	high
LYPD4	high
HOXB13	high
ZNF714	high
LOC652119	high
E2F4	high
ANKRD16	high
C10ORF112	high
KCNG2	high
RPF1	high
MIR4323	high
TRAF2	high
LOC283033	high
STAMBP	high
RPL21P28	high
LOC728065	high
DONSON	high
APOC3	high
UBTFL1	high
NDUFC1	high
CGRRF1	high
FASTKD5	high
ERGIC3	high
ZNF32	high
SYCN	high
SPANXA2	high
SPANXA1	high
FJX1	high
LOC646743	high
SNORD115-25	high
RPL21	high
SLC35E1	high
LOC339622	high
ITLN2	high
UGT3A1	high
LINC00543	high
WIZ	high
PRHOXNB	high
LOC100129345	high
STOML3	high
FAM110B	high
D21S2088E	high
C8ORF31	high
GDE1	high
RHEBL1	high
FAM150A	high
ZNF174	high
LOC100506411	high
MIR379	high
DUX3	high
MIR1301	high
DNAJC25	high
SNORA70E	high
ZNF558	high
MIR138-2	high
MIR191	high
POLR1A	high
LOC100133985	high
TGM6	high
LOC100507460	high
FABP1	high
SIGLECL1	high
LYPLA1	high
SAA1	high
PGM2	high
MIR2467	high
MIR421	high
IGSF11-AS1	high
ZNF730	high
IFNA4	high
OPALIN	high
LOC389332	high
CLPS	high
ZNF14	high
OR6F1	high
LOC100506253	high
LOC100506937	high
OR2D2	high
SPACA4	high
ZNF560	high
SRP68	high
MMACHC	high
GOLGA6L1	high
GSTO2	high
TBL3	high
SNORD114-18	high
CKAP4	high
IGSF23	high
C22ORF28	high
MIR3133	high
FLJ41350	high
FLG2	high
TWF2	high
LOC100508226	high
KRTAP4-8	high
MIR550A3	high
MIR4741	high
UGT2B7	high
NOL6	high
LOC100505739	high
MIR4659A	high
LINC00238	high
LOC729159	high
MIR4505	high
SPON1	high
LOC100129297	high
PCNAP1	high
ZDHHC24	high
MLST8	high
GPX4	high
LOC286094	high
C3P1	high
CSTL1	high
RNF217	high
L2HGDH	high
LOC339788	high
CFC1	high
PSG5	high
BARX2	high
UQCRC1	high
IL3	high
FAM210B	high
RPL13AP3	high
LOC90784	high
LNP1	high
PATE3	high
SPANXN1	high
C16ORF87	high
BTG4	high
DHRS2	high
DYNLL1	high
C2ORF54	high
CHIA	high
SUGP1	high
LINC00661	high
FAF2	high
POPDC3	high
C9ORF85	high
R3HDML	high
SORD	high
DEK	high
ZNF99	high
ZNF681	high
KRT33A	high
CISD1	high
LOC100292909	high
DSCAM-AS1	high
LOC100507388	high
RNASE8	high
FGF5	high
LINC00613	high
CCT8L2	high
OR8G5	high
PDCD11	high
RTTN	high
LOC100506271	high
ZNF705G	high
SSX6	high
TGM7	high
SNORA40	high
MIR2681	high
OSTN	high
LYZL4	high
HSD11B2	high
LOC390877	high
CLPB	high
HPS3	high
TGIF2LX	high
OR52L1	high
TBX22	high
NPBWR1	high
SNORD114-9	high
UBALD1	high
NUPL1	high
CTDP1	high
MIR1252	high
PSKH2	high
CRB1	high
TTC9B	high
LY6G6E	high
MRPS15	high
MIR33A	high
MIR548AN	high
ZNF738	high
XYLB	high
NAA11	high
PAIP1	high
MIR4435-2	high
MIR4435-1	high
CBLC	high
LOC100507447	high
LOC100505876	high
PCK2	high
LOC100128787	high
MIR3649	high
GNB1L	high
SMC3	high
SACS	high
ZNF280A	high
TMEM230	high
MIR1273D	high
LRRC16A	high
CDC34	high
MIR3939	high
SRBD1	high
MIR181B2	high
MEPCE	high
MYL10	high
PYDC2	high
PXMP2	high
LOC647323	high
LOC730101	high
SHROOM3	high
LOC339807	high
HNRNPA0	high
MIR215	high
BHLHA15	high
CES3	high
LOC653653	high
FOXB2	high
LOC440704	high
ING1	high
ATP5G3	high
MIRLET7A1	high
KRT18	high
MIR580	high
LOC440028	high
PFN1	high
OR1N1	high
LOC100506532	high
SNORD23	high
NFIB	high
SNORD115-43	high
SNORD115-36	high
SNORD115-29	high
SNORD115-11	high
LCTL	high
HIST1H2AJ	high
ADAD1	high
LOC728218	high
LYZL6	high
LOC728671	high
KCP	high
ST20-MTHFS	high
FGF10	high
NRDE2	high
OTUB1	high
IL19	high
MIR544B	high
ADAM17	high
TMEM212	high
LOC100287042	high
SNRPD3	high
LOC100506691	high
IMPDH1	high
USP17L8	high
CYP2E1	high
RSPO4	high
LOC642929	high
MIR150	high
PAGE3	high
MBIP	high
GRXCR2	high
VTRNA1-2	high
SUSD5	high
MIR4511	high
OPN1MW	high
POLR1D	high
HPYR1	high
LOC100128881	high
LOC285095	high
TEKT4	high
FTH1	high
OR2AT4	high
CTCFL	high
LOC100287894	high
COX7A2	high
XAGE-4	high
LOC100653086	high
C3ORF56	high
ZNF729	high
MIR2355	high
MIR146A	high
LOC100506610	high
REG1A	high
MIR634	high
KIRREL-IT1	high
MIR1253	high
GP2	high
UBAP2	high
LOC100134173	high
FLJ46284	high
GPX5	high
CDC37	high
LOC100506851	high
VAX1	high
HSPA5	high
OR2M1P	high
ALAS1	high
SNORD27	high
TMEM106C	high
MIR369	high
CFC1B	high
FAM3A	high
IFNK	high
CTHRC1	high
ZNF358	high
WDR69	high
ZNF578	high
IRAK1BP1	high
LOC100130452	high
BEX2	high
PUS7L	high
FGG	high
OXSM	high
PTPN13	high
TLCD1	high
GOLGA6L6	high
EIF3C	high
PLP2	high
C11ORF40	high
SNORD114-5	high
HPS6	high
TREML5P	high
GPR101	high
ZNF700	high
ZNF124	high
SMARCAD1	high
MSI1	high
FOXK2	high
BAMBI	high
LETM1	high
UBQLN3	high
ARL14	high
ZNF717	high
MSGN1	high
LOC100506652	high
BOLA1	high
GKN1	high
LOC729815	high
MAGEA1	high
ZFP62	high
C3ORF37	high
EMC6	high
CGB5	high
LOC643802	high
MIR3923	high
C14ORF39	high
CLPSL1	high
PRSS41	high
GUCA2A	high
FLJ40288	high
PMCHL1	high
MIR548P	high
MIR196A2	high
MIR4514	high
SMIM9	high
DCTD	high
ZNF852	high
EML4	high
LOC339535	high
ZNF431	high
OR7E24	high
SCARNA27	high
BRPF1	high
STAC2	high
GALK2	high
VAC14	high
MEA1	high
SAA2-SAA4	high
YBX1	high
LOC100505786	high
FAM50A	high
LOC100288079	high
MIR644A	high
BRD9	high
MRPL55	high
INTU	high
LDLRAD1	high
IGHMBP2	high
MIR130A	high
ABCA4	high
TSPEAR	high
ADRM1	high
RTN4RL2	high
TPGS1	high
SNORA71C	high
STIM2	high
RABL5	high
LOC285501	high
TRIM49DP	high
HUS1	high
SNORD96A	high
MIR4526	high
PSG1	high
SPDYA	high
LOC100506869	high
MIR711	high
MRGPRG-AS1	high
MIR4781	high
RAF1	high
ARHGDIA	high
LINC00507	high
CXCL17	high
MIRLET7G	high
FOXA3	high
MIR454	high
SETDB1	high
TMED1	high
ZNF195	high
LOC388282	high
MIR95	high
SERPINB7	high
CT47A6	high
MIR4734	high
KRT83	high
MIR92B	high
LRRC30	high
MIR3153	high
ALOXE3	high
PKN3	high
CCDC169-SOHLH2	high
MIR1284	high
LOC399900	high
RIF1	high
HSPE1-MOB4	high
MIR1908	high
CCDC125	high
LOC100506473	high
MAGEC1	high
C4ORF22	high
COX17	high
DEFA5	high
NDUFS5	high
LINC00706	high
XPO1	high
MIR941-2	high
FAM32A	high
GAMT	high
LRRN2	high
FRMD4B	high
DNAJC24	high
LOC440894	high
MIR942	high
GDF1	high
CERS1	high
CALR3	high
LOC100652913	high
SNX12	high
KIR2DL5A	high
MIR3168	high
GPR119	high
CYP4F2	high
MIR762	high
CENPB	high
PMCHL2	high
MIR3194	high
C15ORF39	high
G6PC	high
GSS	high
SNORD115-41	high
BNC1	high
FAM203A	high
ZNF675	high
TAF1A	high
TMEM45A	high
LOC389602	high
KRT6A	high
ESRP1	high
SAMD7	high
FRMD7	high
LOC100499227	high
SCARNA18	high
GPAM	high
TBX10	high
MIR4660	high
ZFP42	high
OR51B4	high
MIR1913	high
CSTB	high
C11ORF85	high
LINC00626	high
GSTTP2	high
HMX3	high
KRTAP4-3	high
ALG2	high
TCP10	high
DHX33	high
RAD18	high
LOC100506844	high
MIR581	high
PITX3	high
ASIC5	high
OR11A1	high
ECI1	high
TMEM208	high
MIR4763	high
LOC100506790	high
METTL6	high
LOC388553	high
LOC100506102	high
C1GALT1C1	high
CHTOP	high
NTSR1	high
OR10A4	high
HRNR	high
ZNF614	high
ZNF468	high
ZG16	high
ATP5J2	high
AMPD1	high
FABP6	high
KRT6C	high
GSTA7P	high
NMRAL1	high
PPIH	high
LOC401164	high
CTAG2	high
SNORD85	high
MDM2	high
EIF3L	high
ARL14EPL	high
MAS1	high
SKA2	high
LOC100652791	high
SNHG6	high
RBM15	high
HEATR1	high
MIR662	high
DEFB108B	high
LOC154449	high
BSND	high
LOC100133106	high
GTF3A	high
RNU86	high
PCGEM1	high
PCCB	high
HIST1H2BM	high
RAD21-AS1	high
UBE2G1	high
LOC100505633	high
UNQ9370	high
DGAT2L7P	high
ODAM	high
GUCD1	high
MAL2	high
EIF4H	high
SPIN3	high
KLHL8	high
MARK3	high
METTL11B	high
NUP62CL	high
TRIM49L1	high
LOC100131262	high
CD164L2	high
HNF1A-AS1	high
GSC2	high
C2ORF83	high
LOC100505775	high
MIR181A2HG	high
LOC729296	high
IRX3	high
LOC255187	high
ALPL	high
DCDC5	high
LOC727787	high
SNORA17	high
MIR4650-2	high
MIR4650-1	high
MIR450A1	high
EMILIN1	high
PPP6C	high
VCY1B	high
VCY	high
OAZ1	high
MIR493	high
CHKA	high
GORASP2	high
AWAT1	high
ZNF182	high
SNORD68	high
TSACC	high
LOC100506558	high
MIR224	high
LOC727849	high
DOHH	high
IFNA17	high
GBA3	high
FAM108B1	high
GPR128	high
SPTY2D1	high
CCNH	high
SULT6B1	high
MT1G	high
MZT2A	high
KIR2DS3	high
PANX3	high
NAT14	high
CCZ1	high
FLJ46257	high
MIR335	high
ZNF140	high
FLNB	high
ADH4	high
ADRA2C	high
FGB	high
LOC284379	high
FMR1NB	high
METTL10	high
LACTB2	high
FAM35A	high
MIR194-1	high
FARS2	high
PROB1	high
MCHR2	high
DGUOK	high
MIR3657	high
KRTAP1-3	high
PIK3C2G	high
MIR665	high
NHLH2	high
MRAP	high
IZUMO2	high
ITGB3BP	high
VDAC1	high
MIR4644	high
EID2	high
RASSF10	high
LOC285463	high
ZNF549	high
MIR4524A	high
TUBB6	high
FHIT	high
ST6GAL1	high
LOC100506050	high
LIG3	high
RNY4P8	high
TRPT1	high
GDAP1L1	high
IFNE	high
SEMA3F	high
FUZ	high
PCNXL3	high
HMGCS2	high
LOC100293044	high
MIR31HG	high
C2ORF53	high
PDZRN3	high
KRTAP9-1	high
MT1H	high
LOC100653251	high
ZNF847P	high
SEPT8	high
LOC100507207	high
FKSG29	high
LOC100652909	high
LOC642643	high
MRPL45	high
SRY	high
LOC100506110	high
SLC16A14	high
ERP29	high
MIR4715	high
RGS21	high
SPINK4	high
OR4N4	high
SNORD114-19	high
MIR3186	high
C8B	high
B4GALNT2	high
XAGE1D	high
DCDC1	high
ACSM2B	high
CT47A1	high
TMEM8C	high
LOC440981	high
C19ORF25	high
YAE1D1	high
DPAGT1	high
FAM92A1	high
ZNF41	high
TRHR	high
RECQL	high
KRTAP5-11	high
PARG	high
LOC339298	high
LOC100507521	high
SNORD115-22	high
LINC00303	high
NOS1	high
SNORD77	high
ADIG	high
SETD1A	high
IL17RB	high
POTEG	high
GHRH	high
MIR563	high
MIR548AM	high
MIR4642	high
CPNE1	high
AFG3L1P	high
CFDP1	high
ZFP30	high
LOC100009676	high
C9	high
NSAP11	high
COX5B	high
MS4A10	high
VN1R10P	high
MRPL32	high
USP31	high
ATP5SL	high
CCDC101	high
RANBP6	high
JRKL	high
TYR	high
NTPCR	high
DMRT2	high
SMPD5	high
LOC100506248	high
NR6A1	high
F13B	high
DNASE1L1	high
IRF2BP1	high
MIR4319	high
OR52I1	high
ADH7	high
RPS4Y2	high
LOC100506421	high
HOMER2	high
INTS10	high
RCBTB1	high
ZNF667	high
MIR4736	high
CWC15	high
NPPB	high
AVEN	high
CHRNB3	high
ALKBH1	high
MIR1538	high
BARHL2	high
LOC100303749	high
MIR601	high
DHFRL1	high
DHRS7	high
C20ORF166	high
POTEKP	high
REG3G	high
NOC4L	high
OR1F2P	high
GLRX2	high
GCFC1	high
LOC84989	high
SNORD114-24	high
LRIF1	high
LOC100505836	high
MAP3K7	high
TCEAL4	high
TPM3	high
TOMM20	high
MTRNR2L10	high
HSP90AB4P	high
RBMXL3	high
LGALS17A	high
TXNDC9	high
HIF1A	high
LOC595101	high
IFNA7	high
C17ORF77	high
SLC22A24	high
C7ORF29	high
ARC	high
FAM25A	high
LYPD2	high
TOMM6	high
LOC401589	high
C1ORF65	high
WFDC13	high
PPP2R2A	high
MRPS26	high
MED12L	high
PRODH2	high
LOC100288208	high
CRYM	high
DBP	high
MYL2	high
KLHDC4	high
CETN2	high
TRPM5	high
PKP4	high
GOLGA6L2	high
MLYCD	high
PTGR2	high
ZNF491	high
PASD1	high
MIR23B	high
DIMT1	high
PGLYRP4	high
ZNF138	high
ALKBH6	high
DMC1	high
FNBP4	high
MIR4417	high
DUX4L	high
COX6C	high
FGF23	high
RPRML	high
LINC00669	high
SCAF4	high
MPC1	high
ZNF74	high
KHDRBS1	high
LOC100507032	high
INHBC	high
KLHL13	high
MIR558	high
LOC100130169	high
TES	high
ORC2	high
MIR3135A	high
LOC100506216	high
FTL	high
DEFB135	high
HIST1H2BC	high
MIR3944	high
YOD1	high
HOXB1	high
TAS1R2	high
LOC440970	high
TCEA1	high
DPCD	high
LOC286184	high
LOC100507459	high
TNFAIP8L2-SCNM1	high
ERCC8	high
SPATA31B1	high
ORC5	high
MIR3612	high
DZIP1	high
XRCC1	high
ALPPL2	high
RBFOX3	high
VSIG10	high
LOC400794	high
KCNH7	high
URM1	high
MRPL49	high
POLE4	high
MIR409	high
MIR1271	high
DESI1	high
DMBT1	high
ACOT4	high
ATP5EP2	high
OR1L6	high
LOC647264	high
ZPBP2	high
DDX12P	high
C15ORF53	high
LOC285000	high
GUCA1C	high
TRMT12	high
RAD51B	high
CYP2B6	high
ZNF680	high
LOC100505588	high
LOC100506457	high
LOC100507056	high
SLC25A22	high
FLVCR1	high
ECD	high
SPG20	high
TMEM128	high
SNORA43	high
MIR3127	high
DPY30	high
GNAS-AS1	high
ACTL7A	high
SAA4	high
RANBP3	high
MIR33B	high
TXLNB	high
PRRG1	high
SLCO6A1	high
LINC00620	high
ZNF816-ZNF321P	high
PGCP1	high
RNU6ATAC	high
RDH11	high
HIST1H4E	high
NEUROG3	high
BDH1	high
ZNF276	high
KLK2	high
NOBOX	high
MED27	high
GALNT2	high
ZBTB20-AS2	high
MKKS	high
NIPAL1	high
LOC100505659	high
KIR2DL5B	high
COMMD6	high
SLC35F6	high
ARIH2OS	high
CXORF57	high
MRRF	high
MIR579	high
FABP9	high
RWDD2B	high
RBP4	high
SERPINB10	high
CSN1S1	high
KRTAP4-7	high
PIN4	high
PVALB	high
MYH1	high
MIR4744	high
EFTUD1P1	high
LRRC10	high
ASNS	high
LINC00442	high
SRF	high
MGC27382	high
ADAMTS17	high
KPNA4	high
LINC00114	high
SNORD82	high
C11ORF73	high
OCRL	high
SNTG1	high
AKAP5	high
SLC9A3R1	high
CRABP1	high
FUBP3	high
FAM45A	high
SOHLH1	high
ZNF98	high
KRT84	high
OXSR1	high
FBXL4	high
LOC100509638	high
RDM1	high
C17ORF76-AS1	high
HOXD-AS1	high
BLID	high
IYD	high
H2AFB2	high
TRIM15	high
IDI1	high
FXYD4	high
CLINT1	high
FOXA1	high
SRP19	high
ZNF566	high
ZCCHC4	high
ANKRD34B	high
LOX	high
ANKRD20A11P	high
PDAP1	high
PTH2R	high
QTRT1	high
TRIML2	high
RP9	high
LOC100505835	high
CD300LD	high
OTOP2	high
ZNF202	high
FLJ40194	high
NKRF	high
ZNF479	high
ONECUT1	high
ZXDB	high
C12ORF40	high
